date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,incubation period for flu,reduce a fever,how long contagious,i have the flu,treat the flu,flu treatment,is the flu contagious,do i have the flu,flu 2018,cold versus flu,incubation period for the flu,flu vs cold,flu care,flu headache,flu vs. cold,flu shot kaiser,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,symptoms,signs of flu,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,stomach,how long is flu contagious,symptoms of the flu,taking temperature,exposed to flu,california flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature
2017-21,9.0,6.0,22.0,17.0,0.0,0.0,0.0,3.0,6.0,43.0,27.0,5.0,5.0,0.0,38.0,3.0,3.0,0.0,0.0,7.0,6.0,0.0,8.0,1.0,6.0,18.0,1.0,0.0,1.0,1.0,4.0,34.0,5.0,5.0,11.0,6.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,47.0,10.0,1.0,8.0,0.0,6.0,6.0,3.0,4.0,0.0,6.0,42.0,0.0,0.0,61.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,76.0,3.0,1.0,6.0,34.0,2.0,9.0,2.0,8.0,0.0,92.0,0.0,0.0,3.0,0.0,2.0,6.0,40.0,0.0,5.0,2.0,5.0,3.0,15.0,8.0,2.0,2.0,1.0,69.0
2017-22,9.0,6.0,22.0,17.0,0.0,0.0,0.0,3.0,6.0,43.0,27.0,5.0,5.0,0.0,38.0,3.0,3.0,0.0,0.0,7.0,6.0,0.0,8.0,1.0,6.0,18.0,1.0,0.0,1.0,1.0,4.0,34.0,5.0,5.0,11.0,6.0,3.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,47.0,10.0,1.0,8.0,0.0,6.0,6.0,3.0,4.0,0.0,6.0,42.0,0.0,0.0,61.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,76.0,3.0,1.0,6.0,34.0,2.0,9.0,2.0,8.0,0.0,92.0,0.0,0.0,3.0,0.0,2.0,6.0,40.0,0.0,5.0,2.0,5.0,3.0,15.0,8.0,2.0,2.0,1.0,69.0
2017-23,7.0,0.0,28.0,11.0,0.0,0.0,1.0,1.0,4.0,19.0,27.0,0.0,11.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,7.0,0.0,5.0,12.0,1.0,0.0,1.0,0.0,2.0,27.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,52.0,3.0,0.0,4.0,0.0,6.0,2.0,7.0,3.0,0.0,11.0,53.0,0.0,0.0,57.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,76.0,2.0,0.0,4.0,38.0,2.0,9.0,2.0,9.0,0.0,88.0,0.0,0.0,1.0,0.0,1.0,5.0,35.0,0.0,3.0,1.0,6.0,3.0,7.0,5.0,0.0,1.0,1.0,54.0
2017-24,7.0,0.0,28.0,11.0,0.0,0.0,1.0,1.0,4.0,19.0,27.0,0.0,11.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,7.0,0.0,5.0,12.0,1.0,0.0,1.0,0.0,2.0,27.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,52.0,3.0,0.0,4.0,0.0,6.0,2.0,7.0,3.0,0.0,11.0,53.0,0.0,0.0,57.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,76.0,2.0,0.0,4.0,38.0,2.0,9.0,2.0,9.0,0.0,88.0,0.0,0.0,1.0,0.0,1.0,5.0,35.0,0.0,3.0,1.0,6.0,3.0,7.0,5.0,0.0,1.0,1.0,54.0
2017-25,7.0,0.0,28.0,11.0,0.0,0.0,1.0,1.0,4.0,19.0,27.0,0.0,11.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,7.0,0.0,5.0,12.0,1.0,0.0,1.0,0.0,2.0,27.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,52.0,3.0,0.0,4.0,0.0,6.0,2.0,7.0,3.0,0.0,11.0,53.0,0.0,0.0,57.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,76.0,2.0,0.0,4.0,38.0,2.0,9.0,2.0,9.0,0.0,88.0,0.0,0.0,1.0,0.0,1.0,5.0,35.0,0.0,3.0,1.0,6.0,3.0,7.0,5.0,0.0,1.0,1.0,54.0
2017-26,7.0,0.0,28.0,11.0,0.0,0.0,1.0,1.0,4.0,19.0,27.0,0.0,11.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,7.0,0.0,5.0,12.0,1.0,0.0,1.0,0.0,2.0,27.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,52.0,3.0,0.0,4.0,0.0,6.0,2.0,7.0,3.0,0.0,11.0,53.0,0.0,0.0,57.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,76.0,2.0,0.0,4.0,38.0,2.0,9.0,2.0,9.0,0.0,88.0,0.0,0.0,1.0,0.0,1.0,5.0,35.0,0.0,3.0,1.0,6.0,3.0,7.0,5.0,0.0,1.0,1.0,54.0
2017-27,9.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,8.0,30.0,51.0,5.0,5.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,7.0,1.0,6.0,14.0,0.0,0.0,1.0,2.0,3.0,28.0,5.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,52.0,4.0,0.0,4.0,0.0,5.0,8.0,4.0,2.0,0.0,6.0,49.0,0.0,0.0,53.0,0.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,73.0,1.0,1.0,7.0,36.0,5.0,6.0,1.0,12.0,0.0,84.0,0.0,0.0,2.0,0.0,2.0,3.0,30.0,0.0,4.0,1.0,2.0,4.0,14.0,5.0,1.0,2.0,2.0,55.0
2017-28,9.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,8.0,30.0,51.0,5.0,5.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,7.0,1.0,6.0,14.0,0.0,0.0,1.0,2.0,3.0,28.0,5.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,52.0,4.0,0.0,4.0,0.0,5.0,8.0,4.0,2.0,0.0,6.0,49.0,0.0,0.0,53.0,0.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,73.0,1.0,1.0,7.0,36.0,5.0,6.0,1.0,12.0,0.0,84.0,0.0,0.0,2.0,0.0,2.0,3.0,30.0,0.0,4.0,1.0,2.0,4.0,14.0,5.0,1.0,2.0,2.0,55.0
2017-29,9.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,8.0,30.0,51.0,5.0,5.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,7.0,1.0,6.0,14.0,0.0,0.0,1.0,2.0,3.0,28.0,5.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,52.0,4.0,0.0,4.0,0.0,5.0,8.0,4.0,2.0,0.0,6.0,49.0,0.0,0.0,53.0,0.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,73.0,1.0,1.0,7.0,36.0,5.0,6.0,1.0,12.0,0.0,84.0,0.0,0.0,2.0,0.0,2.0,3.0,30.0,0.0,4.0,1.0,2.0,4.0,14.0,5.0,1.0,2.0,2.0,55.0
2017-30,9.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,8.0,30.0,51.0,5.0,5.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,7.0,1.0,6.0,14.0,0.0,0.0,1.0,2.0,3.0,28.0,5.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,52.0,4.0,0.0,4.0,0.0,5.0,8.0,4.0,2.0,0.0,6.0,49.0,0.0,0.0,53.0,0.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,73.0,1.0,1.0,7.0,36.0,5.0,6.0,1.0,12.0,0.0,84.0,0.0,0.0,2.0,0.0,2.0,3.0,30.0,0.0,4.0,1.0,2.0,4.0,14.0,5.0,1.0,2.0,2.0,55.0
2017-31,9.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,8.0,30.0,51.0,5.0,5.0,0.0,32.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,7.0,1.0,6.0,14.0,0.0,0.0,1.0,2.0,3.0,28.0,5.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,52.0,4.0,0.0,4.0,0.0,5.0,8.0,4.0,2.0,0.0,6.0,49.0,0.0,0.0,53.0,0.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,73.0,1.0,1.0,7.0,36.0,5.0,6.0,1.0,12.0,0.0,84.0,0.0,0.0,2.0,0.0,2.0,3.0,30.0,0.0,4.0,1.0,2.0,4.0,14.0,5.0,1.0,2.0,2.0,55.0
2017-32,19.0,11.0,27.0,11.0,0.0,1.0,1.0,3.0,17.0,21.0,39.0,5.0,13.0,0.0,40.0,5.0,3.0,0.0,0.0,12.0,7.0,1.0,14.0,2.0,7.0,25.0,1.0,0.0,3.0,2.0,2.0,37.0,6.0,2.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,42.0,51.0,8.0,2.0,10.0,3.0,6.0,8.0,5.0,2.0,2.0,7.0,47.0,0.0,0.0,60.0,0.0,3.0,3.0,27.0,3.0,0.0,0.0,0.0,80.0,1.0,1.0,12.0,42.0,5.0,7.0,2.0,15.0,0.0,77.0,0.0,0.0,2.0,0.0,11.0,6.0,41.0,0.0,3.0,2.0,7.0,12.0,20.0,9.0,0.0,3.0,1.0,73.0
2017-33,19.0,11.0,27.0,11.0,0.0,1.0,1.0,3.0,17.0,21.0,39.0,5.0,13.0,0.0,40.0,5.0,3.0,0.0,0.0,12.0,7.0,1.0,14.0,2.0,7.0,25.0,1.0,0.0,3.0,2.0,2.0,37.0,6.0,2.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,42.0,51.0,8.0,2.0,10.0,3.0,6.0,8.0,5.0,2.0,2.0,7.0,47.0,0.0,0.0,60.0,0.0,3.0,3.0,27.0,3.0,0.0,0.0,0.0,80.0,1.0,1.0,12.0,42.0,5.0,7.0,2.0,15.0,0.0,77.0,0.0,0.0,2.0,0.0,11.0,6.0,41.0,0.0,3.0,2.0,7.0,12.0,20.0,9.0,0.0,3.0,1.0,73.0
2017-34,19.0,11.0,27.0,11.0,0.0,1.0,1.0,3.0,17.0,21.0,39.0,5.0,13.0,0.0,40.0,5.0,3.0,0.0,0.0,12.0,7.0,1.0,14.0,2.0,7.0,25.0,1.0,0.0,3.0,2.0,2.0,37.0,6.0,2.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,42.0,51.0,8.0,2.0,10.0,3.0,6.0,8.0,5.0,2.0,2.0,7.0,47.0,0.0,0.0,60.0,0.0,3.0,3.0,27.0,3.0,0.0,0.0,0.0,80.0,1.0,1.0,12.0,42.0,5.0,7.0,2.0,15.0,0.0,77.0,0.0,0.0,2.0,0.0,11.0,6.0,41.0,0.0,3.0,2.0,7.0,12.0,20.0,9.0,0.0,3.0,1.0,73.0
2017-35,19.0,11.0,27.0,11.0,0.0,1.0,1.0,3.0,17.0,21.0,39.0,5.0,13.0,0.0,40.0,5.0,3.0,0.0,0.0,12.0,7.0,1.0,14.0,2.0,7.0,25.0,1.0,0.0,3.0,2.0,2.0,37.0,6.0,2.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,42.0,51.0,8.0,2.0,10.0,3.0,6.0,8.0,5.0,2.0,2.0,7.0,47.0,0.0,0.0,60.0,0.0,3.0,3.0,27.0,3.0,0.0,0.0,0.0,80.0,1.0,1.0,12.0,42.0,5.0,7.0,2.0,15.0,0.0,77.0,0.0,0.0,2.0,0.0,11.0,6.0,41.0,0.0,3.0,2.0,7.0,12.0,20.0,9.0,0.0,3.0,1.0,73.0
2017-36,26.0,5.0,29.0,14.0,5.0,0.0,1.0,4.0,12.0,24.0,28.0,9.0,0.0,0.0,45.0,5.0,3.0,0.0,0.0,17.0,10.0,0.0,16.0,2.0,9.0,31.0,1.0,1.0,3.0,1.0,2.0,33.0,7.0,3.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,62.0,47.0,10.0,1.0,12.0,1.0,10.0,8.0,7.0,0.0,2.0,5.0,49.0,0.0,0.0,59.0,1.0,7.0,3.0,32.0,3.0,0.0,0.0,0.0,74.0,4.0,1.0,11.0,47.0,8.0,15.0,1.0,10.0,0.0,77.0,0.0,0.0,2.0,1.0,11.0,9.0,44.0,0.0,4.0,2.0,6.0,7.0,21.0,14.0,1.0,4.0,2.0,71.0
2017-37,26.0,5.0,29.0,14.0,5.0,0.0,1.0,4.0,12.0,24.0,28.0,9.0,0.0,0.0,45.0,5.0,3.0,0.0,0.0,17.0,10.0,0.0,16.0,2.0,9.0,31.0,1.0,1.0,3.0,1.0,2.0,33.0,7.0,3.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,62.0,47.0,10.0,1.0,12.0,1.0,10.0,8.0,7.0,0.0,2.0,5.0,49.0,0.0,0.0,59.0,1.0,7.0,3.0,32.0,3.0,0.0,0.0,0.0,74.0,4.0,1.0,11.0,47.0,8.0,15.0,1.0,10.0,0.0,77.0,0.0,0.0,2.0,1.0,11.0,9.0,44.0,0.0,4.0,2.0,6.0,7.0,21.0,14.0,1.0,4.0,2.0,71.0
2017-38,26.0,5.0,29.0,14.0,5.0,0.0,1.0,4.0,12.0,24.0,28.0,9.0,0.0,0.0,45.0,5.0,3.0,0.0,0.0,17.0,10.0,0.0,16.0,2.0,9.0,31.0,1.0,1.0,3.0,1.0,2.0,33.0,7.0,3.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,62.0,47.0,10.0,1.0,12.0,1.0,10.0,8.0,7.0,0.0,2.0,5.0,49.0,0.0,0.0,59.0,1.0,7.0,3.0,32.0,3.0,0.0,0.0,0.0,74.0,4.0,1.0,11.0,47.0,8.0,15.0,1.0,10.0,0.0,77.0,0.0,0.0,2.0,1.0,11.0,9.0,44.0,0.0,4.0,2.0,6.0,7.0,21.0,14.0,1.0,4.0,2.0,71.0
2017-39,26.0,5.0,29.0,14.0,5.0,0.0,1.0,4.0,12.0,24.0,28.0,9.0,0.0,0.0,45.0,5.0,3.0,0.0,0.0,17.0,10.0,0.0,16.0,2.0,9.0,31.0,1.0,1.0,3.0,1.0,2.0,33.0,7.0,3.0,19.0,5.0,5.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,62.0,47.0,10.0,1.0,12.0,1.0,10.0,8.0,7.0,0.0,2.0,5.0,49.0,0.0,0.0,59.0,1.0,7.0,3.0,32.0,3.0,0.0,0.0,0.0,74.0,4.0,1.0,11.0,47.0,8.0,15.0,1.0,10.0,0.0,77.0,0.0,0.0,2.0,1.0,11.0,9.0,44.0,0.0,4.0,2.0,6.0,7.0,21.0,14.0,1.0,4.0,2.0,71.0
2017-40,22.0,5.0,10.0,15.0,5.0,1.0,1.0,3.0,13.0,27.0,45.0,10.0,22.0,0.0,49.0,6.0,3.0,0.0,0.0,18.0,12.0,0.0,18.0,2.0,11.0,41.0,1.0,0.0,4.0,1.0,4.0,47.0,6.0,5.0,13.0,7.0,6.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,31.0,42.0,10.0,3.0,14.0,1.0,18.0,16.0,9.0,5.0,4.0,7.0,53.0,0.0,0.0,65.0,0.0,6.0,3.0,23.0,4.0,0.0,0.0,0.0,72.0,7.0,1.0,16.0,44.0,5.0,16.0,1.0,17.0,0.0,81.0,0.0,1.0,1.0,1.0,6.0,11.0,52.0,0.0,5.0,1.0,10.0,9.0,30.0,13.0,3.0,5.0,1.0,66.0
2017-41,22.0,5.0,10.0,15.0,5.0,1.0,1.0,3.0,13.0,27.0,45.0,10.0,22.0,0.0,49.0,6.0,3.0,0.0,0.0,18.0,12.0,0.0,18.0,2.0,11.0,41.0,1.0,0.0,4.0,1.0,4.0,47.0,6.0,5.0,13.0,7.0,6.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,31.0,42.0,10.0,3.0,14.0,1.0,18.0,16.0,9.0,5.0,4.0,7.0,53.0,0.0,0.0,65.0,0.0,6.0,3.0,23.0,4.0,0.0,0.0,0.0,72.0,7.0,1.0,16.0,44.0,5.0,16.0,1.0,17.0,0.0,81.0,0.0,1.0,1.0,1.0,6.0,11.0,52.0,0.0,5.0,1.0,10.0,9.0,30.0,13.0,3.0,5.0,1.0,66.0
2017-42,22.0,5.0,10.0,15.0,5.0,1.0,1.0,3.0,13.0,27.0,45.0,10.0,22.0,0.0,49.0,6.0,3.0,0.0,0.0,18.0,12.0,0.0,18.0,2.0,11.0,41.0,1.0,0.0,4.0,1.0,4.0,47.0,6.0,5.0,13.0,7.0,6.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,31.0,42.0,10.0,3.0,14.0,1.0,18.0,16.0,9.0,5.0,4.0,7.0,53.0,0.0,0.0,65.0,0.0,6.0,3.0,23.0,4.0,0.0,0.0,0.0,72.0,7.0,1.0,16.0,44.0,5.0,16.0,1.0,17.0,0.0,81.0,0.0,1.0,1.0,1.0,6.0,11.0,52.0,0.0,5.0,1.0,10.0,9.0,30.0,13.0,3.0,5.0,1.0,66.0
2017-43,22.0,5.0,10.0,15.0,5.0,1.0,1.0,3.0,13.0,27.0,45.0,10.0,22.0,0.0,49.0,6.0,3.0,0.0,0.0,18.0,12.0,0.0,18.0,2.0,11.0,41.0,1.0,0.0,4.0,1.0,4.0,47.0,6.0,5.0,13.0,7.0,6.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,31.0,42.0,10.0,3.0,14.0,1.0,18.0,16.0,9.0,5.0,4.0,7.0,53.0,0.0,0.0,65.0,0.0,6.0,3.0,23.0,4.0,0.0,0.0,0.0,72.0,7.0,1.0,16.0,44.0,5.0,16.0,1.0,17.0,0.0,81.0,0.0,1.0,1.0,1.0,6.0,11.0,52.0,0.0,5.0,1.0,10.0,9.0,30.0,13.0,3.0,5.0,1.0,66.0
2017-44,22.0,5.0,10.0,15.0,5.0,1.0,1.0,3.0,13.0,27.0,45.0,10.0,22.0,0.0,49.0,6.0,3.0,0.0,0.0,18.0,12.0,0.0,18.0,2.0,11.0,41.0,1.0,0.0,4.0,1.0,4.0,47.0,6.0,5.0,13.0,7.0,6.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,31.0,42.0,10.0,3.0,14.0,1.0,18.0,16.0,9.0,5.0,4.0,7.0,53.0,0.0,0.0,65.0,0.0,6.0,3.0,23.0,4.0,0.0,0.0,0.0,72.0,7.0,1.0,16.0,44.0,5.0,16.0,1.0,17.0,0.0,81.0,0.0,1.0,1.0,1.0,6.0,11.0,52.0,0.0,5.0,1.0,10.0,9.0,30.0,13.0,3.0,5.0,1.0,66.0
2017-45,39.0,11.0,89.0,26.0,37.0,2.0,3.0,10.0,22.0,62.0,87.0,15.0,51.0,0.0,73.0,17.0,7.0,0.0,1.0,38.0,25.0,1.0,54.0,5.0,28.0,85.0,2.0,1.0,7.0,7.0,9.0,78.0,22.0,14.0,49.0,31.0,14.0,1.0,0.0,0.0,3.0,11.0,13.0,1.0,15.0,67.0,28.0,0.0,33.0,5.0,45.0,28.0,15.0,12.0,3.0,14.0,92.0,1.0,1.0,87.0,1.0,17.0,3.0,20.0,12.0,1.0,0.0,0.0,74.0,10.0,2.0,31.0,55.0,21.0,56.0,5.0,14.0,0.0,92.0,1.0,1.0,2.0,2.0,16.0,35.0,84.0,0.0,9.0,4.0,21.0,24.0,57.0,46.0,5.0,14.0,4.0,90.0
2017-46,39.0,11.0,89.0,26.0,37.0,2.0,3.0,10.0,22.0,62.0,87.0,15.0,51.0,0.0,73.0,17.0,7.0,0.0,1.0,38.0,25.0,1.0,54.0,5.0,28.0,85.0,2.0,1.0,7.0,7.0,9.0,78.0,22.0,14.0,49.0,31.0,14.0,1.0,0.0,0.0,3.0,11.0,13.0,1.0,15.0,67.0,28.0,0.0,33.0,5.0,45.0,28.0,15.0,12.0,3.0,14.0,92.0,1.0,1.0,87.0,1.0,17.0,3.0,20.0,12.0,1.0,0.0,0.0,74.0,10.0,2.0,31.0,55.0,21.0,56.0,5.0,14.0,0.0,92.0,1.0,1.0,2.0,2.0,16.0,35.0,84.0,0.0,9.0,4.0,21.0,24.0,57.0,46.0,5.0,14.0,4.0,90.0
2017-47,39.0,11.0,89.0,26.0,37.0,2.0,3.0,10.0,22.0,62.0,87.0,15.0,51.0,0.0,73.0,17.0,7.0,0.0,1.0,38.0,25.0,1.0,54.0,5.0,28.0,85.0,2.0,1.0,7.0,7.0,9.0,78.0,22.0,14.0,49.0,31.0,14.0,1.0,0.0,0.0,3.0,11.0,13.0,1.0,15.0,67.0,28.0,0.0,33.0,5.0,45.0,28.0,15.0,12.0,3.0,14.0,92.0,1.0,1.0,87.0,1.0,17.0,3.0,20.0,12.0,1.0,0.0,0.0,74.0,10.0,2.0,31.0,55.0,21.0,56.0,5.0,14.0,0.0,92.0,1.0,1.0,2.0,2.0,16.0,35.0,84.0,0.0,9.0,4.0,21.0,24.0,57.0,46.0,5.0,14.0,4.0,90.0
2017-48,39.0,11.0,89.0,26.0,37.0,2.0,3.0,10.0,22.0,62.0,87.0,15.0,51.0,0.0,73.0,17.0,7.0,0.0,1.0,38.0,25.0,1.0,54.0,5.0,28.0,85.0,2.0,1.0,7.0,7.0,9.0,78.0,22.0,14.0,49.0,31.0,14.0,1.0,0.0,0.0,3.0,11.0,13.0,1.0,15.0,67.0,28.0,0.0,33.0,5.0,45.0,28.0,15.0,12.0,3.0,14.0,92.0,1.0,1.0,87.0,1.0,17.0,3.0,20.0,12.0,1.0,0.0,0.0,74.0,10.0,2.0,31.0,55.0,21.0,56.0,5.0,14.0,0.0,92.0,1.0,1.0,2.0,2.0,16.0,35.0,84.0,0.0,9.0,4.0,21.0,24.0,57.0,46.0,5.0,14.0,4.0,90.0
2017-49,26.0,15.0,30.0,30.0,25.0,1.0,2.0,4.0,10.0,60.0,64.0,7.0,25.0,0.0,70.0,10.0,5.0,0.0,0.0,24.0,15.0,0.0,30.0,5.0,16.0,49.0,2.0,1.0,3.0,4.0,6.0,50.0,14.0,6.0,35.0,24.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,8.0,83.0,20.0,2.0,26.0,6.0,16.0,20.0,15.0,11.0,2.0,16.0,71.0,1.0,0.0,74.0,1.0,9.0,4.0,14.0,9.0,1.0,0.0,0.0,72.0,7.0,2.0,23.0,53.0,14.0,38.0,4.0,21.0,0.0,86.0,0.0,1.0,1.0,2.0,11.0,19.0,86.0,1.0,5.0,3.0,13.0,25.0,41.0,32.0,3.0,5.0,4.0,73.0
2017-50,26.0,15.0,30.0,30.0,25.0,1.0,2.0,4.0,10.0,60.0,64.0,7.0,25.0,0.0,70.0,10.0,5.0,0.0,0.0,24.0,15.0,0.0,30.0,5.0,16.0,49.0,2.0,1.0,3.0,4.0,6.0,50.0,14.0,6.0,35.0,24.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,8.0,83.0,20.0,2.0,26.0,6.0,16.0,20.0,15.0,11.0,2.0,16.0,71.0,1.0,0.0,74.0,1.0,9.0,4.0,14.0,9.0,1.0,0.0,0.0,72.0,7.0,2.0,23.0,53.0,14.0,38.0,4.0,21.0,0.0,86.0,0.0,1.0,1.0,2.0,11.0,19.0,86.0,1.0,5.0,3.0,13.0,25.0,41.0,32.0,3.0,5.0,4.0,73.0
2017-51,26.0,15.0,30.0,30.0,25.0,1.0,2.0,4.0,10.0,60.0,64.0,7.0,25.0,0.0,70.0,10.0,5.0,0.0,0.0,24.0,15.0,0.0,30.0,5.0,16.0,49.0,2.0,1.0,3.0,4.0,6.0,50.0,14.0,6.0,35.0,24.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,8.0,83.0,20.0,2.0,26.0,6.0,16.0,20.0,15.0,11.0,2.0,16.0,71.0,1.0,0.0,74.0,1.0,9.0,4.0,14.0,9.0,1.0,0.0,0.0,72.0,7.0,2.0,23.0,53.0,14.0,38.0,4.0,21.0,0.0,86.0,0.0,1.0,1.0,2.0,11.0,19.0,86.0,1.0,5.0,3.0,13.0,25.0,41.0,32.0,3.0,5.0,4.0,73.0
2017-52,26.0,15.0,30.0,30.0,25.0,1.0,2.0,4.0,10.0,60.0,64.0,7.0,25.0,0.0,70.0,10.0,5.0,0.0,0.0,24.0,15.0,0.0,30.0,5.0,16.0,49.0,2.0,1.0,3.0,4.0,6.0,50.0,14.0,6.0,35.0,24.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,8.0,83.0,20.0,2.0,26.0,6.0,16.0,20.0,15.0,11.0,2.0,16.0,71.0,1.0,0.0,74.0,1.0,9.0,4.0,14.0,9.0,1.0,0.0,0.0,72.0,7.0,2.0,23.0,53.0,14.0,38.0,4.0,21.0,0.0,86.0,0.0,1.0,1.0,2.0,11.0,19.0,86.0,1.0,5.0,3.0,13.0,25.0,41.0,32.0,3.0,5.0,4.0,73.0
2018-01,14.0,5.0,15.0,10.0,5.0,0.0,2.0,3.0,11.0,10.0,33.0,5.0,20.0,0.0,50.0,5.0,3.0,0.0,0.0,14.0,9.0,0.0,16.0,2.0,8.0,24.0,1.0,1.0,4.0,2.0,2.0,37.0,10.0,5.0,17.0,6.0,8.0,10.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,59.0,6.0,2.0,12.0,3.0,11.0,15.0,8.0,3.0,2.0,11.0,63.0,0.0,0.0,66.0,1.0,7.0,1.0,9.0,3.0,0.0,0.0,0.0,78.0,4.0,1.0,16.0,46.0,4.0,13.0,4.0,8.0,0.0,92.0,0.0,0.0,2.0,0.0,3.0,8.0,51.0,1.0,5.0,1.0,10.0,9.0,20.0,8.0,2.0,5.0,2.0,62.0
2018-02,14.0,5.0,15.0,10.0,5.0,0.0,2.0,3.0,11.0,10.0,33.0,5.0,20.0,0.0,50.0,5.0,3.0,0.0,0.0,14.0,9.0,0.0,16.0,2.0,8.0,24.0,1.0,1.0,4.0,2.0,2.0,37.0,10.0,5.0,17.0,6.0,8.0,10.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,59.0,6.0,2.0,12.0,3.0,11.0,15.0,8.0,3.0,2.0,11.0,63.0,0.0,0.0,66.0,1.0,7.0,1.0,9.0,3.0,0.0,0.0,0.0,78.0,4.0,1.0,16.0,46.0,4.0,13.0,4.0,8.0,0.0,92.0,0.0,0.0,2.0,0.0,3.0,8.0,51.0,1.0,5.0,1.0,10.0,9.0,20.0,8.0,2.0,5.0,2.0,62.0
